relic_name,reward_name,rarity,vaulted
Axi V14,Kompressa Prime Receiver,uncommon,False
Axi V14,2X Forma Blueprint,uncommon,False
Axi V14,Alternox Prime Receiver,common,False
Axi V14,Lex Prime Barrel,common,False
Axi V14,Fang Prime Blueprint,common,False
Axi V2,Vectis Prime Stock,rare,True
Axi V2,Hikou Prime Pouch,common,True
Axi V2,Braton Prime Receiver,uncommon,True
Axi V2,Trinity Prime Systems Blueprint,common,True
Axi V2,Mag Prime Neuroptics Blueprint,common,True
Axi V2,Boar Prime Barrel,uncommon,True
Axi V3,Vectis Prime Stock,rare,True
Axi V3,Orthos Prime Blueprint,uncommon,True
Axi V3,Braton Prime Receiver,uncommon,True
Axi V3,Trinity Prime Neuroptics Blueprint,common,True
Axi V3,Vasto Prime Barrel,common,True
Axi V3,Trinity Prime Systems Blueprint,common,True
Axi V4,Vectis Prime Stock,rare,True
Axi V4,Cernos Prime Blueprint,uncommon,True
Axi V4,2X Forma Blueprint,uncommon,True
Axi V4,Paris Prime Blueprint,common,True
Axi V4,Trinity Prime Systems Blueprint,common,True
Axi V4,Odonata Prime Harness Blueprint,common,True
Axi V5,Valkyr Prime Chassis Blueprint,rare,True
Axi V5,Braton Prime Receiver,uncommon,True
Axi V5,Tigris Prime Receiver,uncommon,True
Axi V5,Venka Prime Blades,common,True
Axi V5,Dual Kamas Prime Blueprint,common,True
Axi V5,Forma Blueprint,common,True
Axi V6,Valkyr Prime Chassis Blueprint,rare,True
Axi V6,Fang Prime Handle,uncommon,True
Axi V6,Galatine Prime Handle,uncommon,True
Axi V6,Braton Prime Blueprint,common,True
Axi V6,Ballistica Prime Lower Limb,common,True
Axi V6,Forma Blueprint,common,True
Axi V7,Venka Prime Gauntlet,rare,True
Axi V7,Kogake Prime Blueprint,uncommon,True
Axi V7,Silva & Aegis Prime Blueprint,uncommon,True
Axi V7,Nami Skyla Prime Blueprint,common,True
Axi V7,Lex Prime Barrel,common,True
Axi V7,Valkyr Prime Blueprint,common,True
Axi V8,Volt Prime Neuroptics Blueprint,rare,True
Axi V8,Volt Prime Chassis Blueprint,uncommon,True
Axi V8,Odonata Prime Blueprint,uncommon,True
Axi V8,Odonata Prime Systems Blueprint,common,True
Axi V8,Forma Blueprint,common,True
Axi V8,Lex Prime Receiver,common,True
Axi V9,Venka Prime Gauntlet,rare,True
Axi V9,Valkyr Prime Systems Blueprint,uncommon,True
Axi V9,Spira Prime Blade,uncommon,True
Axi V9,Valkyr Prime Blueprint,common,True
Axi V9,Saryn Prime Neuroptics Blueprint,common,True
Axi V9,Forma Blueprint,common,True
Axi W1,Wukong Prime Blueprint,rare,True
Axi W1,Inaros Prime Blueprint,uncommon,True
Axi W1,2X Forma Blueprint,uncommon,True
Axi W1,Aksomati Prime Receiver,common,True
Axi W1,Stradavar Prime Receiver,common,True
Axi W1,Bronco Prime Receiver,common,True
Axi W2,Wukong Prime Blueprint,rare,True
Axi W2,Bronco Prime Barrel,uncommon,True
Axi W2,Inaros Prime Blueprint,uncommon,True
Axi W2,Baza Prime Receiver,common,True
Axi W2,Forma Blueprint,common,True
Axi W2,Tekko Prime Gauntlet,common,True
Axi W3,Wisp Prime Blueprint,rare,True
Axi W3,Shade Prime Blueprint,uncommon,True
Axi W3,Bronco Prime Barrel,uncommon,True
Axi W3,Forma Blueprint,common,True
Axi W3,Baruuk Prime Systems Blueprint,common,True
Axi W3,Knell Prime Blueprint,common,True
Axi W4,Wisp Prime Blueprint,rare,True
Axi W4,Shade Prime Blueprint,uncommon,True
Axi W4,Hildryn Prime Neuroptics Blueprint,uncommon,True
Axi W4,Fulmin Prime Barrel,common,True
Axi W4,Fang Prime Blade,common,True
Axi W4,Forma Blueprint,common,True
Axi Y1,Yareli Prime Systems Blueprint,rare,True
Axi Y1,Paris Prime Upper Limb,uncommon,True
Axi Y1,Lavos Prime Blueprint,uncommon,True
Axi Y1,Fang Prime Blueprint,common,True
Axi Y1,Forma Blueprint,common,True
Axi Y1,Sevagoth Prime Neuroptics Blueprint,common,True
Axi Y2,Yareli Prime Neuroptics Blueprint,rare,True
Axi Y2,Akarius Prime Link,uncommon,True
Axi Y2,Epitaph Prime Barrel,uncommon,True
Axi Y2,Orthos Prime Handle,common,True
Axi Y2,Kompressa Prime Blueprint,common,True
Axi Y2,Fang Prime Blueprint,common,True
Axi Y3,Yareli Prime Neuroptics Blueprint,rare,True
Axi Y3,Vadarya Prime Barrel,uncommon,True
Axi Y3,Sevagoth Prime Blueprint,uncommon,True
Axi Y3,Quassus Prime Handle,common,True
Axi Y3,Burston Prime Receiver,common,True
Axi Y3,Epitaph Prime Blueprint,common,True
Axi Z1,Zakti Prime Blueprint,rare,True
Axi Z1,Baza Prime Barrel,uncommon,True
Axi Z1,Zhuge Prime Blueprint,uncommon,True
Axi Z1,Wukong Prime Neuroptics Blueprint,common,True
Axi Z1,Forma Blueprint,common,True
Axi Z1,Panthera Prime Blueprint,common,True
Axi Z2,Zylok Prime Blueprint,rare,True
Axi Z2,Acceltra Prime Receiver,uncommon,True
Axi Z2,Sevagoth Prime Blueprint,uncommon,True
Axi Z2,Lex Prime Blueprint,common,True
Axi Z2,Gauss Prime Blueprint,common,True
Axi Z2,Fulmin Prime Barrel,common,True
Lith A1,Saryn Prime Neuroptics Blueprint,uncommon,True
Lith A1,Vectis Prime Blueprint,uncommon,True
Lith A1,Braton Prime Barrel,common,True
Lith A1,Akstiletto Prime Blueprint,rare,True
Lith A1,Forma Blueprint,common,True
Lith A1,Vasto Prime Receiver,common,True
Lith A10,Akarius Prime Receiver,rare,True
Lith A10,Paris Prime Grip,uncommon,True
Lith A10,Xaku Prime Systems Blueprint,uncommon,True
Lith A10,Forma Blueprint,common,True
Lith A10,Burston Prime Blueprint,common,True
Lith A10,Yareli Prime Chassis Blueprint,common,True
Lith A11,Acceltra Prime Barrel,rare,True
Lith A11,Akarius Prime Link,uncommon,True
Lith A11,Grendel Prime Chassis Blueprint,uncommon,True
Lith A11,Zylok Prime Barrel,common,True
Lith A11,Paris Prime Lower Limb,common,True
Lith A11,Forma Blueprint,common,True
Lith A12,Alternox Prime Blueprint,rare,False
Lith A12,Daikyu Prime Lower Limb,uncommon,False
Lith A12,Xaku Prime Systems Blueprint,uncommon,False
Lith A12,Forma Blueprint,common,False
Lith A12,Burston Prime Receiver,common,False
Lith A12,Akbronco Prime Blueprint,common,False
Lith A13,Alternox Prime Blueprint,rare,
Lith A13,Gyre Prime Chassis Blueprint,uncommon,
Lith A13,Dual Zoren Prime Blueprint,uncommon,
Lith A13,Steflos Prime Receiver,common,
Lith A13,Paris Prime Lower Limb,common,
Lith A13,Fang Prime Blade,common,
Lith A2,Akstiletto Prime Blueprint,rare,True
Lith A2,Akbronco Prime Link,uncommon,True
Lith A2,Cernos Prime Blueprint,uncommon,True
Lith A2,Lex Prime Barrel,common,True
Lith A2,Forma Blueprint,common,True
Lith A2,Valkyr Prime Blueprint,common,True
Lith A3,Akjagara Prime Barrel,rare,True
Lith A3,Akbolto Prime Barrel,uncommon,True
Lith A3,Tiberon Prime Blueprint,uncommon,True
Lith A3,Rubico Prime Receiver,common,True
Lith A3,Orthos Prime Handle,common,True
Lith A3,Lex Prime Blueprint,common,True
Lith A4,Astilla Prime Barrel,rare,True
Lith A4,Ivara Prime Systems Blueprint,uncommon,True
Lith A4,Baza Prime Barrel,uncommon,True
Lith A4,Corinth Prime Blueprint,common,True
Lith A4,Burston Prime Receiver,common,True
Lith A4,Forma Blueprint,common,True
Lith A5,Atlas Prime Neuroptics Blueprint,rare,True
Lith A5,Akstiletto Prime Barrel,uncommon,True
Lith A5,Fang Prime Handle,uncommon,True
Lith A5,Tekko Prime Gauntlet,common,True
Lith A5,Forma Blueprint,common,True
Lith A5,Vasto Prime Barrel,common,True
Lith A6,Akarius Prime Receiver,rare,True
Lith A6,2X Forma Blueprint,uncommon,True
Lith A6,Shade Prime Systems,uncommon,True
Lith A6,Masseter Prime Handle,common,True
Lith A6,Hildryn Prime Systems Blueprint,common,True
Lith A6,Bronco Prime Blueprint,common,True
Lith A7,Akarius Prime Receiver,rare,True
Lith A7,Fulmin Prime Blueprint,uncommon,True
Lith A7,Wisp Prime Neuroptics Blueprint,uncommon,True
Lith A7,Cedo Prime Stock,common,True
Lith A7,Sevagoth Prime Systems Blueprint,common,True
Lith A7,Nautilus Prime Carapace,common,True
Lith A8,Akarius Prime Receiver,rare,True
Lith A8,Daikyu Prime Lower Limb,uncommon,True
Lith A8,Masseter Prime Blueprint,uncommon,True
Lith A8,Bronco Prime Receiver,common,True
Lith A8,Braton Prime Barrel,common,True
Lith A8,Akbronco Prime Blueprint,common,True
Lith A9,Afuris Prime Receiver,rare,True
Lith A9,Phantasma Prime Blueprint,uncommon,True
Lith A9,Orthos Prime Blade,uncommon,True
Lith A9,Tatsu Prime Blueprint,common,True
Lith A9,Cobra & Crane Prime Hilt,common,True
Lith A9,Forma Blueprint,common,True
Lith B1,Boar Prime Stock,rare,True
Lith B1,Rhino Prime Neuroptics Blueprint,uncommon,True
Lith B1,Boltor Prime Receiver,uncommon,True
Lith B1,Mag Prime Neuroptics Blueprint,common,True
Lith B1,Ankyros Prime Blueprint,common,True
Lith B1,Forma Blueprint,common,True
Lith B10,Baruuk Prime Blueprint,rare,True
Lith B10,Strun Prime Barrel,uncommon,True
Lith B10,Harrow Prime Neuroptics Blueprint,uncommon,True
Lith B10,Astilla Prime Receiver,common,True
Lith B10,Phantasma Prime Receiver,common,True
Lith B10,Forma Blueprint,common,True
Lith B11,Baruuk Prime Blueprint,rare,True
Lith B11,Braton Prime Blueprint,uncommon,True
Lith B11,Harrow Prime Blueprint,uncommon,True
Lith B11,Akbronco Prime Blueprint,common,True
Lith B11,Knell Prime Blueprint,common,True
Lith B11,Lex Prime Blueprint,common,True
Lith B12,Baza Prime Stock,rare,
Lith B12,Ivara Prime Blueprint,uncommon,
Lith B12,Velox Prime Blueprint,uncommon,
Lith B12,Aksomati Prime Receiver,common,
Lith B12,Braton Prime Barrel,common,
Lith B12,Forma Blueprint,common,
Lith B2,Ballistica Prime Blueprint,rare,True
Lith B2,Orthos Prime Blade,uncommon,True
Lith B2,Braton Prime Receiver,uncommon,True
Lith B2,Paris Prime Lower Limb,common,True
Lith B2,Tigris Prime Stock,common,True
Lith B2,Forma Blueprint,common,True
Lith B3,Ballistica Prime Blueprint,rare,True
Lith B3,Orthos Prime Blade,uncommon,True
Lith B3,Cernos Prime String,uncommon,True
Lith B3,Limbo Prime Systems Blueprint,common,True
Lith B3,Forma Blueprint,common,True
Lith B3,Burston Prime Blueprint,common,True
Lith B4,Boltor Prime Blueprint,rare,True
Lith B4,Rhino Prime Neuroptics Blueprint,uncommon,True
Lith B4,Scindo Prime Blueprint,uncommon,True
Lith B4,Nyx Prime Blueprint,common,True
Lith B4,Forma Blueprint,common,True
Lith B4,Ankyros Prime Blueprint,common,True
Lith B5,Ballistica Prime Blueprint,rare,True
Lith B5,Orthos Prime Blade,uncommon,True
Lith B5,Rubico Prime Stock,uncommon,True
Lith B5,Banshee Prime Neuroptics Blueprint,common,True
Lith B5,Lex Prime Receiver,common,True
Lith B5,Oberon Prime Chassis Blueprint,common,True
Lith B6,Ballistica Prime Blueprint,rare,True
Lith B6,Orthos Prime Blueprint,uncommon,True
Lith B6,Redeemer Prime Blueprint,uncommon,True
Lith B6,Lex Prime Barrel,common,True
Lith B6,Fang Prime Blueprint,common,True
Lith B6,Limbo Prime Systems Blueprint,common,True
Lith B7,Baza Prime Blueprint,rare,True
Lith B7,Orthos Prime Blueprint,uncommon,True
Lith B7,Aksomati Prime Barrel,uncommon,True
Lith B7,Lex Prime Receiver,common,True
Lith B7,Forma Blueprint,common,True
Lith B7,Tipedo Prime Blueprint,common,True
Lith B8,Baza Prime Blueprint,rare,True
Lith B8,Ivara Prime Blueprint,uncommon,True
Lith B8,Atlas Prime Chassis Blueprint,uncommon,True
Lith B8,Burston Prime Stock,common,True
Lith B8,Dethcube Prime Systems,common,True
Lith B8,Aksomati Prime Blueprint,common,True
Lith B9,Baza Prime Stock,rare,True
Lith B9,Silva & Aegis Prime Blueprint,uncommon,True
Lith B9,Braton Prime Receiver,uncommon,True
Lith B9,Oberon Prime Chassis Blueprint,common,True
Lith B9,Forma Blueprint,common,True
Lith B9,Lex Prime Barrel,common,True
Lith C1,Carrier Prime Cerebrum,rare,True
Lith C1,Kavasa Prime Band,uncommon,True
Lith C1,2X Forma Blueprint,uncommon,True
Lith C1,Fang Prime Blade,common,True
Lith C1,Nova Prime Neuroptics Blueprint,common,True
Lith C1,Nova Prime Systems Blueprint,common,True
Lith C10,Cobra & Crane Prime Guard,rare,True
Lith C10,Khora Prime Chassis Blueprint,uncommon,True
Lith C10,Nagantaka Prime Receiver,uncommon,True
Lith C10,Masseter Prime Handle,common,True
Lith C10,Forma Blueprint,common,True
Lith C10,Garuda Prime Blueprint,common,True
Lith C11,Cobra & Crane Prime Guard,rare,True
Lith C11,Fulmin Prime Stock,uncommon,True
Lith C11,Phantasma Prime Blueprint,uncommon,True
Lith C11,Acceltra Prime Blueprint,common,True
Lith C11,Braton Prime Barrel,common,True
Lith C11,Gunsen Prime Blueprint,common,True
Lith C12,Cobra & Crane Prime Guard,rare,True
Lith C12,Fulmin Prime Stock,uncommon,True
Lith C12,Grendel Prime Chassis Blueprint,uncommon,True
Lith C12,Sevagoth Prime Systems Blueprint,common,True
Lith C12,Shade Prime Cerebrum,common,True
Lith C12,Okina Prime Blade,common,True
Lith C13,Caliban Prime Neuroptics Blueprint,rare,True
Lith C13,Akbronco Prime Link,uncommon,True
Lith C13,Dual Zoren Prime Blueprint,uncommon,True
Lith C13,Bronco Prime Receiver,common,True
Lith C13,Forma Blueprint,common,True
Lith C13,Gauss Prime Chassis Blueprint,common,True
Lith C14,Cedo Prime Blueprint,rare,True
Lith C14,Perigale Prime Receiver,uncommon,True
Lith C14,Lavos Prime Blueprint,uncommon,True
Lith C14,Kestrel Prime Blade,common,True
Lith C14,Sevagoth Prime Systems Blueprint,common,True
Lith C14,Forma Blueprint,common,True
Lith C15,Cedo Prime Blueprint,rare,
Lith C15,Yareli Prime Blueprint,uncommon,
Lith C15,2X Forma Blueprint,uncommon,
Lith C15,Corufell Prime Stock,common,
Lith C15,Burston Prime Receiver,common,
Lith C15,Daikyu Prime String,common,
Lith C2,Cernos Prime Lower Limb,rare,True
Lith C2,Nami Skyla Prime Handle,uncommon,True
Lith C2,Akbolto Prime Barrel,uncommon,True
Lith C2,Venka Prime Blades,common,True
Lith C2,Paris Prime Upper Limb,common,True
Lith C2,Bronco Prime Receiver,common,True
Lith C3,Chroma Prime Neuroptics Blueprint,rare,True
Lith C3,Braton Prime Blueprint,uncommon,True
Lith C3,Helios Prime Blueprint,uncommon,True
Lith C3,Lex Prime Blueprint,common,True
Lith C3,Silva & Aegis Prime Hilt,common,True
Lith C3,Sybaris Prime Blueprint,common,True
Lith C4,Chroma Prime Neuroptics Blueprint,rare,True
Lith C4,Orthos Prime Blade,uncommon,True
Lith C4,Braton Prime Stock,uncommon,True
Lith C4,Forma Blueprint,common,True
Lith C4,Burston Prime Receiver,common,True
Lith C4,Paris Prime Lower Limb,common,True
Lith C5,Cernos Prime Lower Limb,rare,True
Lith C5,Venka Prime Blueprint,uncommon,True
Lith C5,Valkyr Prime Neuroptics Blueprint,uncommon,True
Lith C5,Forma Blueprint,common,True
Lith C5,Saryn Prime Neuroptics Blueprint,common,True
Lith C5,Spira Prime Blueprint,common,True
Lith C6,Corinth Prime Stock,rare,True
Lith C6,Braton Prime Receiver,uncommon,True
Lith C6,Mesa Prime Blueprint,uncommon,True
Lith C6,Equinox Prime Chassis Blueprint,common,True
Lith C6,Forma Blueprint,common,True
Lith C6,Fang Prime Blade,common,True
Lith C7,Cernos Prime Lower Limb,rare,False
Lith C7,Nyx Prime Systems Blueprint,uncommon,False
Lith C7,Scindo Prime Blueprint,uncommon,False
Lith C7,Valkyr Prime Blueprint,common,False
Lith C7,Hikou Prime Pouch,common,False
Lith C7,Forma Blueprint,common,False
Lith C8,Chroma Prime Neuroptics Blueprint,rare,True
Lith C8,Rubico Prime Stock,uncommon,True
Lith C8,2X Forma Blueprint,uncommon,True
Lith C8,Zephyr Prime Neuroptics Blueprint,common,True
Lith C8,Tiberon Prime Blueprint,common,True
Lith C8,Burston Prime Receiver,common,True
Lith C9,Corinth Prime Stock,rare,True
Lith C9,Scourge Prime Handle,uncommon,True
Lith C9,Pandero Prime Barrel,uncommon,True
Lith C9,Octavia Prime Systems Blueprint,common,True
Lith C9,Braton Prime Barrel,common,True
Lith C9,Paris Prime Upper Limb,common,True
Lith D1,Dethcube Prime Blueprint,rare,True
Lith D1,Mesa Prime Blueprint,uncommon,True
Lith D1,Ninkondi Prime Chain,uncommon,True
Lith D1,Atlas Prime Blueprint,common,True
Lith D1,Lex Prime Receiver,common,True
Lith D1,Burston Prime Receiver,common,True
Lith D2,Dethcube Prime Cerebrum,rare,True
Lith D2,Fang Prime Handle,uncommon,True
Lith D2,Redeemer Prime Blueprint,uncommon,True
Lith D2,Equinox Prime Chassis Blueprint,common,True
Lith D2,Wukong Prime Neuroptics Blueprint,common,True
Lith D2,Forma Blueprint,common,True
Lith D3,Dethcube Prime Blueprint,rare,True
Lith D3,Ninkondi Prime Chain,uncommon,True
Lith D3,Corinth Prime Receiver,uncommon,True
Lith D3,Burston Prime Stock,common,True
Lith D3,Ivara Prime Neuroptics Blueprint,common,True
Lith D3,Stradavar Prime Receiver,common,True
Lith D4,Dethcube Prime Blueprint,rare,True
Lith D4,Ninkondi Prime Chain,uncommon,True
Lith D4,Zakti Prime Barrel,uncommon,True
Lith D4,Bronco Prime Blueprint,common,True
Lith D4,Orthos Prime Handle,common,True
Lith D4,Forma Blueprint,common,True
Lith D5,Destreza Prime Blade,rare,True
Lith D5,Pyrana Prime Receiver,uncommon,True
Lith D5,Mesa Prime Systems Blueprint,uncommon,True
Lith D5,Redeemer Prime Blade,common,True
Lith D5,Fang Prime Blade,common,True
Lith D5,Forma Blueprint,common,True
Lith D6,Dual Keres Prime Blueprint,rare,True
Lith D6,Nagantaka Prime Stock,uncommon,True
Lith D6,Lex Prime Blueprint,uncommon,True
Lith D6,Corvas Prime Receiver,common,True
Lith D6,Burston Prime Blueprint,common,True
Lith D6,Forma Blueprint,common,True
Lith D7,Daikyu Prime Grip,rare,True
Lith D7,Velox Prime Blueprint,uncommon,True
Lith D7,Protea Prime Neuroptics Blueprint,uncommon,True
Lith D7,Kestrel Prime Blade,common,True
Lith D7,Epitaph Prime Blueprint,common,True
Lith D7,Sevagoth Prime Systems Blueprint,common,True
Lith E1,Ember Prime Blueprint,rare,True
Lith E1,Rhino Prime Chassis Blueprint,uncommon,True
Lith E1,Burston Prime Barrel,uncommon,True
Lith E1,Boltor Prime Barrel,common,True
Lith E1,Ankyros Prime Blueprint,common,True
Lith E1,Forma Blueprint,common,True
Lith E2,Epitaph Prime Receiver,rare,True
Lith E2,2X Forma Blueprint,uncommon,True
Lith E2,Venato Prime Blueprint,uncommon,True
Lith E2,Sevagoth Prime Systems Blueprint,common,True
Lith E2,Dual Zoren Prime Handle,common,True
Lith E2,Daikyu Prime Blueprint,common,True
Lith F1,Scindo Prime Blueprint,uncommon,True
Lith F1,Fragor Prime Blueprint,rare,True
Lith F1,Forma Blueprint,common,True
Lith F1,Odonata Prime Blueprint,uncommon,True
Lith F1,Paris Prime Blueprint,common,True
Lith F1,Fang Prime Blade,common,True
Lith F2,Odonata Prime Systems Blueprint,common,True
Lith F2,Hikou Prime Stars,common,True
Lith F2,Paris Prime Upper Limb,common,True
Lith F2,Burston Prime Barrel,uncommon,True
Lith F2,Vauban Prime Blueprint,rare,True
Lith F2,Fang Prime Handle,uncommon,True
Lith F3,Fulmin Prime Receiver,rare,True
Lith F3,Larkspur Prime Stock,uncommon,True
Lith F3,Burston Prime Barrel,uncommon,True
Lith F3,Shade Prime Cerebrum,common,True
Lith F3,Fang Prime Handle,common,True
Lith F3,Forma Blueprint,common,True
Lith G1,Glaive Prime Blueprint,rare,True
Lith G1,Ember Prime Systems Blueprint,uncommon,True
Lith G1,2X Forma Blueprint,uncommon,True
Lith G1,Latron Prime Blueprint,common,True
Lith G1,Frost Prime Chassis Blueprint,common,True
Lith G1,Reaper Prime Handle,common,True
Lith G10,Gunsen Prime Blade,rare,True
Lith G10,Hildryn Prime Neuroptics Blueprint,uncommon,True
Lith G10,Cobra & Crane Prime Blueprint,uncommon,True
Lith G10,Forma Blueprint,common,True
Lith G10,Fulmin Prime Barrel,common,True
Lith G10,Burston Prime Receiver,common,True
Lith G11,Gara Prime Blueprint,rare,True
Lith G11,Corinth Prime Receiver,uncommon,True
Lith G11,Fang Prime Handle,uncommon,True
Lith G11,Titania Prime Chassis Blueprint,common,True
Lith G11,Vasto Prime Receiver,common,True
Lith G11,Forma Blueprint,common,True
Lith G12,Gauss Prime Systems Blueprint,rare,True
Lith G12,2X Forma Blueprint,uncommon,True
Lith G12,Larkspur Prime Receiver,uncommon,True
Lith G12,Zylok Prime Barrel,common,True
Lith G12,Cobra & Crane Prime Hilt,common,True
Lith G12,Burston Prime Blueprint,common,True
Lith G13,Gunsen Prime Blade,rare,True
Lith G13,Grendel Prime Chassis Blueprint,uncommon,True
Lith G13,Wisp Prime Neuroptics Blueprint,uncommon,True
Lith G13,Braton Prime Blueprint,common,True
Lith G13,Forma Blueprint,common,True
Lith G13,Masseter Prime Handle,common,True
Lith G14,Gyre Prime Neuroptics Blueprint,rare,False
Lith G14,Fang Prime Handle,uncommon,False
Lith G14,Vadarya Prime Receiver,uncommon,False
Lith G14,Forma Blueprint,common,False
Lith G14,Lavos Prime Chassis Blueprint,common,False
Lith G14,Paris Prime Lower Limb,common,False
Lith G2,Glaive Prime Blueprint,rare,True
Lith G2,Loki Prime Chassis Blueprint,uncommon,True
Lith G2,Frost Prime Systems Blueprint,uncommon,True
Lith G2,Bo Prime Blueprint,common,True
Lith G2,Wyrm Prime Cerebrum,common,True
Lith G2,Latron Prime Stock,common,True
Lith G3,Guandao Prime Handle,rare,True
Lith G3,2X Forma Blueprint,uncommon,True
Lith G3,Panthera Prime Stock,uncommon,True
Lith G3,Zhuge Prime String,common,True
Lith G3,Octavia Prime Neuroptics Blueprint,common,True
Lith G3,Paris Prime Upper Limb,common,True
Lith G4,Guandao Prime Handle,rare,True
Lith G4,Titania Prime Neuroptics Blueprint,uncommon,True
Lith G4,Inaros Prime Blueprint,uncommon,True
Lith G4,Octavia Prime Neuroptics Blueprint,common,True
Lith G4,Fang Prime Blueprint,common,True
Lith G4,Forma Blueprint,common,True
Lith G5,Garuda Prime Neuroptics Blueprint,rare,True
Lith G5,2X Forma Blueprint,uncommon,True
Lith G5,Strun Prime Stock,uncommon,True
Lith G5,Octavia Prime Neuroptics Blueprint,common,True
Lith G5,Volnus Prime Blueprint,common,True
Lith G5,Lex Prime Receiver,common,True
Lith G6,Garuda Prime Neuroptics Blueprint,rare,True
Lith G6,Knell Prime Receiver,uncommon,True
Lith G6,Tatsu Prime Blade,uncommon,True
Lith G6,Burston Prime Stock,common,True
Lith G6,Afuris Prime Blueprint,common,True
Lith G6,Forma Blueprint,common,True
Lith G7,Guandao Prime Handle,rare,True
Lith G7,Zakti Prime Barrel,uncommon,True
Lith G7,Fang Prime Handle,uncommon,True
Lith G7,Nezha Prime Systems Blueprint,common,True
Lith G7,Lex Prime Receiver,common,True
Lith G7,Forma Blueprint,common,True
Lith G8,Grendel Prime Blueprint,rare,True
Lith G8,Burston Prime Barrel,uncommon,True
Lith G8,Fulmin Prime Stock,uncommon,True
Lith G8,Forma Blueprint,common,True
Lith G8,Corvas Prime Receiver,common,True
Lith G8,Fang Prime Blueprint,common,True
Lith G9,Gauss Prime Systems Blueprint,rare,True
Lith G9,Khora Prime Chassis Blueprint,uncommon,True
Lith G9,Braton Prime Stock,uncommon,True
Lith G9,Forma Blueprint,common,True
Lith G9,Dual Keres Prime Blade,common,True
Lith G9,Fang Prime Blueprint,common,True
Lith H1,Helios Prime Cerebrum,rare,True
Lith H1,Akstiletto Prime Barrel,uncommon,True
Lith H1,Nami Skyla Prime Handle,uncommon,True
Lith H1,Saryn Prime Systems Blueprint,common,True
Lith H1,Paris Prime Blueprint,common,True
Lith H1,Bronco Prime Blueprint,common,True
Lith H10,Harrow Prime Systems Blueprint,rare,True
Lith H10,Galatine Prime Handle,uncommon,True
Lith H10,Nekros Prime Blueprint,uncommon,True
Lith H10,Burston Prime Receiver,common,True
Lith H10,Fang Prime Blade,common,True
Lith H10,Forma Blueprint,common,True
Lith H2,Helios Prime Cerebrum,rare,True
Lith H2,Oberon Prime Blueprint,uncommon,True
Lith H2,Orthos Prime Blueprint,uncommon,True
Lith H2,Lex Prime Barrel,common,True
Lith H2,Forma Blueprint,common,True
Lith H2,Zephyr Prime Neuroptics Blueprint,common,True
Lith H3,Harrow Prime Systems Blueprint,rare,True
Lith H3,2X Forma Blueprint,uncommon,True
Lith H3,Titania Prime Blueprint,uncommon,True
Lith H3,Astilla Prime Receiver,common,True
Lith H3,Paris Prime String,common,True
Lith H3,Nezha Prime Systems Blueprint,common,True
Lith H4,Harrow Prime Systems Blueprint,rare,True
Lith H4,Inaros Prime Chassis Blueprint,uncommon,True
Lith H4,Nezha Prime Blueprint,uncommon,True
Lith H4,Braton Prime Barrel,common,True
Lith H4,Forma Blueprint,common,True
Lith H4,Paris Prime String,common,True
Lith H5,Harrow Prime Systems Blueprint,rare,True
Lith H5,Strun Prime Barrel,uncommon,True
Lith H5,Pandero Prime Barrel,uncommon,True
Lith H5,Fang Prime Blueprint,common,True
Lith H5,Forma Blueprint,common,True
Lith H5,Lex Prime Receiver,common,True
Lith H6,Hystrix Prime Receiver,rare,True
Lith H6,Nagantaka Prime Stock,uncommon,True
Lith H6,Strun Prime Stock,uncommon,True
Lith H6,Tatsu Prime Blueprint,common,True
Lith H6,Burston Prime Receiver,common,True
Lith H6,Volnus Prime Blueprint,common,True
Lith H7,Harrow Prime Systems Blueprint,rare,True
Lith H7,2X Forma Blueprint,uncommon,True
Lith H7,Akbronco Prime Link,uncommon,True
Lith H7,Volnus Prime Blueprint,common,True
Lith H7,Khora Prime Systems Blueprint,common,True
Lith H7,Cobra & Crane Prime Hilt,common,True
Lith H8,Hystrix Prime Receiver,rare,True
Lith H8,Nagantaka Prime Stock,uncommon,True
Lith H8,2X Forma Blueprint,uncommon,True
Lith H8,Hildryn Prime Systems Blueprint,common,True
Lith H8,Braton Prime Receiver,common,True
Lith H8,Magnus Prime Blueprint,common,True
Lith H9,Hystrix Prime Receiver,rare,True
Lith H9,Fulmin Prime Blueprint,uncommon,True
Lith H9,2X Forma Blueprint,uncommon,True
Lith H9,Afuris Prime Barrel,common,True
Lith H9,Paris Prime String,common,True
Lith H9,Garuda Prime Blueprint,common,True
Lith I1,Ivara Prime Chassis Blueprint,rare,True
Lith I1,Burston Prime Barrel,uncommon,True
Lith I1,Karyst Prime Handle,uncommon,True
Lith I1,Fang Prime Blade,common,True
Lith I1,Pandero Prime Blueprint,common,True
Lith I1,Forma Blueprint,common,True
Lith K1,Kavasa Prime Buckle,rare,True
Lith K1,Tigris Prime Barrel,uncommon,True
Lith K1,Trinity Prime Blueprint,uncommon,True
Lith K1,Fang Prime Blueprint,common,True
Lith K1,Burston Prime Stock,common,True
Lith K1,Odonata Prime Harness Blueprint,common,True
Lith K10,Knell Prime Receiver,rare,True
Lith K10,Larkspur Prime Stock,uncommon,True
Lith K10,Nidus Prime Blueprint,uncommon,True
Lith K10,Corvas Prime Stock,common,True
Lith K10,Paris Prime String,common,True
Lith K10,Fang Prime Blade,common,True
Lith K11,Knell Prime Barrel,rare,True
